the production required for this industry contributes to global climate change.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
it takes a huge amount of resources to produce and transport meat.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
Raising farm animals creates a lot of greenhouse gas	Meat industry produces greenhouse gases and/or uses water - general
they are creating more gases	Meat industry produces greenhouse gases and/or uses water - general
the animals use too much water.	Meat industry produces greenhouse gases and/or uses water - general
transporting meat creates almost one-fifth of the earths greenhouse gases.	Plagiarism
it creates a lot of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
raising and transporting meat creates a lot of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
it is using lots of resources to produce the meat and transport for consumption.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
they wiil him.	Insufficient or unintelligible response
the raising of livestock creates more greenhouse gasses than the entire transportation industry.	Meat industry produces greenhouse gases and/or uses water - specific numbers
of greenhouse gases they produce	Because as preposition
raising animals contributes to 1/5 of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
meat production results in substantial green house gas emissions.	Meat industry produces greenhouse gases and/or uses water - general
raising the animals to produce that meat is a huge cause of the planet's greenhouse-gasses.	Meat industry produces greenhouse gases and/or uses water - general
of greenhouse gases caused by meat transport.	Because as preposition
raising animals and transporting t hem create 1/5 of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it counts towards one fifth of all green house gases and consume half of all usable water in the US.	Meat industry produces greenhouse gases and/or uses water - specific numbers
the process of getting, caring for and delivering the meat is detrimental to the environment.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
the greenhouse gases emitted by transporting the meat are excessive.	Meat industry produces greenhouse gases and/or uses water - general
raising livestock creates a great deal of greenhouse gases and consumes a lot of our clean water.	Meat industry produces greenhouse gases and/or uses water - general
raising meat animals accounts for nearly hald the water usage in the US and creates large amounts of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
of the emissions from the logistics needed to bring these goods to consumers.	Because as preposition
the use vital resources such as water	Meat industry produces greenhouse gases and/or uses water - general
raising livestockcreates greenhouse gases and uses a lot of water.	Meat industry produces greenhouse gases and/or uses water - general
raising livestock contributes almost 1/5 of the earth's green house gasses.	Meat industry produces greenhouse gases and/or uses water - specific numbers
of transporting the animals	Because as preposition
the meat industry produces a lot of greenhouse gases and also uses a lot of water.	Meat industry produces greenhouse gases and/or uses water - general
of the large waste of water and fuel emissions from raising animals	Because as preposition
of the greenhouse effect and expending natural resources like drinking water.	Because as preposition
raising livestock causes a large amount of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
of greenhouse gas emissions from the animals we raise to feed americans.	Because as preposition
not healthy.	Outside of article's scope
it creates one fifth of our greenhouse gases by raising the animals.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting meat creates almost one-fifth of the earth’s greenhouse gases, and almost half of the water used in the US goes to raising livestock.	Plagiarism
they are increasing greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
they create one-fifth of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
producing meat causes greenhouse gases and uses up water resources.	Meat industry produces greenhouse gases and/or uses water - general
of the greenhouse gases being expelled into the air.	Because as preposition
raising animals and transporting meat creates almost 20% of the earth’s greenhouse gases	Meat industry produces greenhouse gases and/or uses water - specific numbers
meat farms account for around 1/5 of the Earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
transporting meat and raising animals contributes to greenhouse gas release.	Meat industry produces greenhouse gases and/or uses water - general
of the amount of water it takes to raise livestock and other concerns.	Because as preposition
the create greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
raising meat contributes to greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
production and transport causes about 20% of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
one fifth of the greenhouse gases comes from livestock.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising farm animals increases greenhouse gas emissions.	Meat industry produces greenhouse gases and/or uses water - general
they contribute to about one fifth of total greenhouse gasses.	Meat industry produces greenhouse gases and/or uses water - specific numbers
a lot of greenhouse gases are emitted during production.	Meat industry produces greenhouse gases and/or uses water - general
raising animals and transporting meat creates more greenhouse gases than if we choose to eat plants.	Meat industry produces greenhouse gases and/or uses water - general
it is adding more green house gases	Meat industry produces greenhouse gases and/or uses water - general
raising the animals and transporting the meat does create almost one-fifth of the earth’s greenhouse gases.	Plagiarism
raising livestock accounts for more than one-fifth of all greenhouse gas emissions globally and for half the water consumption in the United States	Meat industry produces greenhouse gases and/or uses water - specific numbers
the raising of livestock using half of the water resources in the U.S.	Meat industry produces greenhouse gases and/or uses water - specific numbers
nearly half of the water used in the United States is used for raising livestock.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it produces more greenhouse gases than produced by cars, trucks, trains, and airplanes combined.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it requires a lot of natural resources to produce and transport.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
of greenhouse gas creation.	Because as preposition
raising and transporting animals contributes greatly to greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
meat creates a large part of greenhouse gases and uses a ton of water.	Meat industry produces greenhouse gases and/or uses water - general
they require transportation of what is needed to maintain the industry and ship meat aruond the country and around the world.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
the production of meat contributes to the majority of greenhouse gases produced.	Meat industry produces greenhouse gases and/or uses water - general
raising animals and transporting them create large amounts of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
they put a strain on the atmosphere by transporting cattle and other meat products and require large amounts of water.	Meat industry produces greenhouse gases and/or uses water - general
it's not good for you.	Outside of article's scope
raising and transporting animals for meat consumption is contributing to 1/5 of the earth's green house gasses, more than transportation used by humans.	Meat industry produces greenhouse gases and/or uses water - specific numbers
of the greenhouse gasses created in the raising and transportation of meat, and in the water usage.	Because as preposition
the development of livestock and its transportation are creating greenhouse gases in the interest of giving Americans (and increasingly, global consumers) their meat.	Meat industry produces greenhouse gases and/or uses water - general
raising animals and transporting meat creates one-fifth of the earth's green house gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting meat creates a significant amount of greenhouse gasses.	Meat industry produces greenhouse gases and/or uses water - specific numbers
of greenhouse gasses	Because as preposition
it creates 1/5 of the worlds green house gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting meat produces about one-fifth of the planet's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it is causing greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
raising animals for meat and transporting them creates large amounts of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
livestock raised for meat consumption contribution to a significant portion of greenhouse gas emissions.	Meat industry produces greenhouse gases and/or uses water - general
meat causes one-fifth of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
they contribute one fifth of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting animals uses one fifth of the Earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
of the greenhouse gases emitted by raising and transporting meat	Because as preposition
raising the animals uses up resources like water and transporting the animals to various places contributes to air pollution in the form of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
they are responsible for one-fifth or the world's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
the raising and transport of animals for meat consumption is causing large amounts of greenhouse gas emissions.	Meat industry produces greenhouse gases and/or uses water - general
meat as a so many tired	Insufficient or unintelligible response
animal farming creates much of the greenhouse gas emissions which harm the environment.	Meat industry produces greenhouse gases and/or uses water - general
about one-fifth of he earth's greenhouse gases are generated in the production of meat.	Meat industry produces greenhouse gases and/or uses water - specific numbers
of the high cost of feeding, watering, and transporting the animals and meat.	Because as preposition
of the large amounts of greenhouse gases produced via their transportation	Because as preposition
of greenhouse gas emissions and high water usage.	Because as preposition
, raising animals and transporting meat creates almost 1/5th of the Earth's greenhouse gases.	Plagiarism
raising and transporting livestock produce 1/5 of earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising livestock increases greenhouse gasses.	Meat industry produces greenhouse gases and/or uses water - general
raising animals and transporting meat creates greenhouse gasses.	Meat industry produces greenhouse gases and/or uses water - general
the creation and transportation of meat products create 20% of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it creates 1/5 of the earth's greehouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it is creating 20% of all the greenhouse gases on Earth.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising and transporting animals for meat production results in substantial levels of greenhouse gas emissions.	Meat industry produces greenhouse gases and/or uses water - general
it accounts for more almost more than one-fifth of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
the increased consumption means more transportation required to move the meat, contributing to the greenhouse gas problem.	Meat industry produces greenhouse gases and/or uses water - general
raising livestock and transport creates the 5th most greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - incorrect numbers or comparison
raising animals for meat and transporting the meat uses water and produces greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
it2 of creates 1/5 of the world's air pollution and uses 1/2 of our water.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it takes a lot of fuel to transport livestock and water to raise them.	Meat industry produces greenhouse gases and/or uses water - general
it uses a lot of natural resources to feed and transport the animals, and half the water used in America is used for livestock.	Meat industry produces greenhouse gases and/or uses water - specific numbers
of the greenhouse gases created from raising livestock.	Because as preposition
it is very dangerous.	Outside of article's scope
could damage an important domestic industry hurting the economy and taking away precious jobs.	Irrelevant fact from article
VERY HARMFUL	Insufficient or unintelligible response
it produces carbon.	Meat industry produces greenhouse gases and/or uses water - general
they are emitting more green gases into our world just to be able to provide the people meat	Meat industry produces greenhouse gases and/or uses water - general
raising and transporting meats generates 1/5 of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
this is claim	Insufficient or unintelligible response
creates more greenhouse gases	Meat industry produces greenhouse gases and/or uses water - general
raising animals and transporting meat produce so many greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
Of the greenhouse gasses and large water usage they require.	Because as preposition
nearly half of the water used in the U.S goes to raising livestock.	Plagiarism
almost half of the water used goes towards watering the animals.	Meat industry produces greenhouse gases and/or uses water - specific numbers
of the increase in greenhouse gases associated with the raising of livestock as well as the water usage inherent in raising livestock.	Because as preposition
it is releasing a lot of greenhouse gasses.	Meat industry produces greenhouse gases and/or uses water - general
raising and transporting animals cause 1/5 of the world's greenhouse gases and raising livestock consumes almost half of all water used in the US.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it creates almost one-fifth of earths greenhouse gases.	Plagiarism
the act of raising the animals to maturity creates one-fifth of the greenhouse gases that we make as humans.	Meat industry produces greenhouse gases and/or uses water - specific numbers
the amount of water being used is half what we have, and the pollution of gas is extremely high.	Meat industry produces greenhouse gases and/or uses water - general
very good	Insufficient or unintelligible response
they create more greenhouse gasses than most of our modes of transportation combined.	Meat industry produces greenhouse gases and/or uses water - specific numbers
they produce more greenhouse gases than all other transportation means combined.	Meat industry produces greenhouse gases and/or uses water - specific numbers
almost half of water consumption in U.S. is attributed to raising livestock.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting them creates greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
factory farming is responsible for one-fifth of greenhouse gas emissions.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it can affect the green house gas emission by the consumption of the meat.	Meat industry produces greenhouse gases and/or uses water - general
raising animals and transporting meat create almost one-fifth of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
and contributing to global warming due the extensive resources required to produce meat.	Meat industry produces greenhouse gases and/or uses water - general
a great volume of greenhouse gases are generated, and a great volume of water is consumed.	Meat industry produces greenhouse gases and/or uses water - general
raising livestock uses up a very large portion of the earth's greenhouse gasses.	Meat industry produces greenhouse gases and/or uses water - general
they cause more greenhouse gases than cars and buses combined.	Meat industry produces greenhouse gases and/or uses water - specific numbers
inserting	Insufficient or unintelligible response
raising animals and transporting meat crates creates almost one-fifth of the earth's greenhouse gases, more than those produced by cars, trucks and airplanes combined.	Plagiarism
stated claim	Insufficient or unintelligible response
raising and transporting the livestock produces about 1/5 of the earths greenhouse gases	Meat industry produces greenhouse gases and/or uses water - specific numbers
activities associated with meat production produce almost twenty percent of greenhouse and consume almost fifty percent of the water used in the United States.	Meat industry produces greenhouse gases and/or uses water - specific numbers
of the amount of greenhouse gases produced from raising and transporting the animals.	Because as preposition
Raising animals and transporting meat creates almost a fifth of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
green house gases that are released by the livestock used for it.	Meat industry produces greenhouse gases and/or uses water - general
the raising and transport of those animals accounts for 20 percent of the planet's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
we are killing animals.	Outside of article's scope
it produces a large amount of greenhouse gasses, and requires a large amount of water.	Meat industry produces greenhouse gases and/or uses water - general
raising animals and transporting meat creates almost 1/5 of the world's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
transporting the meat and raising livestock causes an increase in greenhouse gases and water consumption	Meat industry produces greenhouse gases and/or uses water - general
the animals produce a large amount of greenhouse gas.	Meat industry produces greenhouse gases and/or uses water - general
state claim	Insufficient or unintelligible response
of the creation of greenhouse gases.	Because as preposition
raising livestock is responsible for almost one-fifth of the greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
meat is very agly	Insufficient or unintelligible response
they contribute to greenhouse gas production.	Meat industry produces greenhouse gases and/or uses water - general
green house gases	Meat industry produces greenhouse gases and/or uses water - general
raising animals and transporting meat contritubes almost one fifth of all greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting meats creates almost 1/5th of the earyh’s greenhouse gases.	Plagiarism
according to the above passage, raising animals and transporting meat creates almost one-fifth of the earth's greenhouse gases.	Plagiarism
greenhouse gases are a result of transporting meat.	Meat industry produces greenhouse gases and/or uses water - general
they require a great amount of resources to produce and transport.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
it takes a lot of resources to support it.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
it creates more green house gases than humans driving cars.	Meat industry produces greenhouse gases and/or uses water - specific numbers
meat production and transportation produce more greenhouse gases than any other source in the U.S. It also is the cause of half of the water usage in the U.S.	Meat industry produces greenhouse gases and/or uses water - specific numbers
they produce one fifth of greenhouse gases	Meat industry produces greenhouse gases and/or uses water - specific numbers
it is increasing the amount of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
raising animals and transporting them creates more greenhouse gasses that automobiles and planes combined.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting meat product produces one-fifth of the green house gas emissions.	Meat industry produces greenhouse gases and/or uses water - specific numbers
transporting meat produces a large amount of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
raising livestock consumes about half of the water used in the US and transporting meat creates almost 1/5 of the greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals account for almost one fifth of green house gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
land is used to raise animals instead of crops, precious water and soil are lost, trees are cut down to make land for grazing or factory-farm sheds, and untreated animal waste pollutes rivers and streams	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
raising animals and transporting meat make up almost one fifth of the world's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
the green house gases produced by raising these animals are incredibly high.	Meat industry produces greenhouse gases and/or uses water - general
it creates more greenhouse gases	Meat industry produces greenhouse gases and/or uses water - general
they increase greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
of the greenhouse gases that are emitted in the transport of the livestock, and also it depletes water that could be used for humans.	Because as preposition
raising animals and transporting meat accounts for a fifth of the world's greenhouse gas emissions.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it is producing one fifth of earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
a large amount of greenhouse gases are produced by the raising of animals and the transportation of meat that makes this possible.	Meat industry produces greenhouse gases and/or uses water - general
raising livestock and transporting meat creates almost one fifth of the world’s green house gases and uses almost half of the water used in the U.S.	Plagiarism
the resources necessary to raise,, transport, slaughter and market animals in large enough quantities is a drain on environmental resources.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
there are a lot of greenhouse gasses emitted by transporting the meat.	Meat industry produces greenhouse gases and/or uses water - general
they produce greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
it contributes to almost one fifth of greenhouse gases	Meat industry produces greenhouse gases and/or uses water - specific numbers
animals use 50 percent of the water and greenhouse gasses are increased by meat production/transportation.	Meat industry produces greenhouse gases and/or uses water - general
raising more animals for meat consumption increases greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
raising and transporting animals create one fifth of the Earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising the animals and transporting meat creates almost one-fifth of the greenhouse gases on earth.	Plagiarism
of the methane gases and large amount of energy used to raise meat products.	Because as preposition
animal production facilities produce nearly one fifth of all greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising livestock consumes many resources in addition to producing harmful greenhouse gases as a byproduct	Meat industry produces greenhouse gases and/or uses water - general
transporting the meats creates 1/5 of the worlds greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
the practices that are used in raising and transporting the animals is causing huge amounts of greenhouse gasses.	Meat industry produces greenhouse gases and/or uses water - general
raising animals and transporting them or their meat contributes to the earth's greenhouse gases and almost half of the water that is used in the US goes towards raising livestock.	Meat industry produces greenhouse gases and/or uses water - general
raising livestock uses up a lot of Earth's natural resources, and exporting the meat in vehicles contributes to the greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
it is creating almost one fifth of the Earth's greenhouse gases	Meat industry produces greenhouse gases and/or uses water - specific numbers
the transportation of meat products produce emissions that account for one fifth of all carbon dioxide released into the atmosphere.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting meat uses a large amount of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
of the amount greenhouse gases produced by transporting the meat.	Because as preposition
a fifth of all greenhouse gases produced come from raising livestock and transportation of them for food.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it produces 1/5 of the greenhouse gases and 1/2 of the water produced.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting meat creates almost 1/5 of the earth's greenhouse gases, and almost half of the water used in the United States is for raising livestock.	Plagiarism
the industry generates 1/5 of all greenhouse gases and uses half the water consumed in the US	Meat industry produces greenhouse gases and/or uses water - specific numbers
the meat industry is using a lot of the world's resources and creates a lot of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
it creates one fifth of the earth's greenhouse gasses.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it is creating greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
emits nearly one fifth of the worlds greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting meat contributes to greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
transporting them across the country is creating many greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
of the greenhouse gases created by producing and transporting livestock and the tremendous amount of water meat production consumes	Because as preposition
of the amount of greenhouse gases produced in the transport and raising of livestock.	Because as preposition
of the greenhouse gases emitted into the atmosphere by the raising of livestock and it's transportation needs.	Because as preposition
is very good	Insufficient or unintelligible response
raising animals and transporting meat creates almost one-fifth of the earth’s greenhouse gases, and uses a great deal of water.	Plagiarism
livestock accounts for a fifth of greenhouse gas emissions on Earth, and almost half of the water in the United States goes to watering livestock.	Meat industry produces greenhouse gases and/or uses water - specific numbers
they cause 1/3 of the greenhouse gasses effecting the environment problems.	Meat industry produces greenhouse gases and/or uses water - incorrect numbers or comparison
raising and transporting animals contributes to greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
raising and transporting animals emits a substantial amount of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
the process of production of meat for human consumption is a leading cause of global warming.	Meat industry produces greenhouse gases and/or uses water - general
raising and transporting that meat creates almost one-fifth of the earth's greenhouse gases.	Plagiarism
almost half of the water used in the us is used in raising livestock.	Plagiarism
the transport of it creates in-flight of the world's greenhouse gases, more than airplanes, cars trucks, and trains combined.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it causes pollution and depletion of water.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
it's creating greenhouse gases	Meat industry produces greenhouse gases and/or uses water - general
it is increasing water usage and creating more air and water pollution thus increasing the rate of climate change.	Meat industry produces greenhouse gases and/or uses water - general
it creates almost 1/5 of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it produces more greenhouse gases than cars.	Meat industry produces greenhouse gases and/or uses water - specific numbers
of greenhouse gases created by producing and transporting meat.	Because as preposition
we are using too many resources.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
raising animals and transporting meat create greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
raising and transporting livestock produces almost 1/5 of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it produces 1/5 of greenhouse gases	Meat industry produces greenhouse gases and/or uses water - specific numbers
having to transport all the meat to meet America's demands, uses a ton of fuel and pollutes the air.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
raising livestock consumes half of the water used in the U.S.	Meat industry produces greenhouse gases and/or uses water - specific numbers
the meat industry produces a huge amount of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
of the greenhouse gases produced by making them	Because as preposition
raising animals and transporting meat accounts for 1/5 of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it does have lots of proteins & fats in it since they're hard for digestion.	Outside of article's scope
raising animals and transporting the meat creates almost one-fifth of the earth's greenhouse gases.	Plagiarism
it contributes to greenhouse gas production.	Meat industry produces greenhouse gases and/or uses water - general
of the gases being released by the greenhouses.	Because as preposition
it produces greenhouse gasses in the transportation of the animals.	Meat industry produces greenhouse gases and/or uses water - general
it contributes to greenhouse gases and uses environmental resources.	Meat industry produces greenhouse gases and/or uses water - general
raising and transporting meat cause nearly one fifth of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
the animals raised for consumption are producing greenhouse gases and and drinking water.	Meat industry produces greenhouse gases and/or uses water - general
eliminating meat would be like giving up an essential part of our culture and traditions.	Irrelevant fact from article
raising animals for meet uses almost half the water in the U.S. and makes one fifth of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
this industry uses close to one half of U.S, water, and causes a huge percentage of greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - general
producing them creates one fifth of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising and transporting meat accounts for s fifth of the greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
about one fifth of greenhouse gases are produced by raising cattle and transporting meat.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting meat creates more greenhouse gases than is produced by cars, trucks, trains, and planes combined.	Meat industry produces greenhouse gases and/or uses water - specific numbers
livestock transportation creates almost one-fifth of the worlds greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
of the greenhouse gases produced in raising animals and transporting meat.	Because as preposition
raising and transporting the animals releases greenhouse gasses.	Meat industry produces greenhouse gases and/or uses water - general
they create one-fifth of the earth’s greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting the meat drastically adds to increased green house gasses.	Meat industry produces greenhouse gases and/or uses water - general
of the significant greenhouse gas meat production emits as well as the vast amounts of water used for livestock.	Because as preposition
meat production and consumption is responsible for up to 1/5 of global warming emissions.	Meat industry produces greenhouse gases and/or uses water - specific numbers
a fifth of all greenhouse gasses are produced by livestock.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising and transportation creates almost one-fifth of greenhouse gases	Meat industry produces greenhouse gases and/or uses water - specific numbers
the logistics of transporting and raising livestock contribute to a large portion of green-house gases and water usage.	Meat industry produces greenhouse gases and/or uses water - general
transportation of the meat is contributing to greenhouse gas emissions.	Meat industry produces greenhouse gases and/or uses water - general
raising animals and transporting meat creates almost one-fifth of the earth’s greenhouse gases which contributes to climate change.	Plagiarism
raising animals and transporting meat creates almost one-fifth of the world's greenhouse gases.	Plagiarism
of an increase in greenhouse gases.	Because as preposition
it is contributing to most of the green gasses in the environment.	Meat industry produces greenhouse gases and/or uses water - general
half the water consumed on earth goes to raising livestock and almost 20% of greenhouse gasses contributing to global warming comes from the transport of meat products for market.	Meat industry produces greenhouse gases and/or uses water - specific numbers
shipping the meat crates results in over 1/5 of greenhouse gasses	Meat industry produces greenhouse gases and/or uses water - specific numbers
the acts of raising animals for livestock and transporting their meat create harmful greenhouse gases and require very large amounts of water.	Meat industry produces greenhouse gases and/or uses water - general
almost one-fifth of the earth's greenhouse gases is created by raising and transporting meat.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising the animals and transporting meat is responsible for almost one-fifth of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
large quantity of water required to raise livestock in addition to transport pollution	Meat industry produces greenhouse gases and/or uses water - general
transporting meat creates almost 1/5 of greenhouse gas.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals and transporting meat creates almost one-fifth of the earth’s greenhouse gasses.	Plagiarism
raising and transporting creates almost one-fifth of the earth’s greenhouse gases.	Plagiarism
raising animals for meat and their transportation produces one-fifth of the green houses gases in earth which is much more than that produced by usage of vehicles	Meat industry produces greenhouse gases and/or uses water - specific numbers
of the effect of green house gasses while transporting.	Because as preposition
animal agriculture generate more greenhouse gas emissions than those produced by cars, trucks, trains, and airplanes combined.	Meat industry produces greenhouse gases and/or uses water - specific numbers
of transporting meats.	Because as preposition
of the greenhouse gases resulting from raising and transporting the livestock.	Because as preposition
the production process produces 1/5th of the world's greenhouses gases, and uses a mass amount of water.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising and transporting meats generates more greenhouse gases than all modes of transportation combined.	Meat industry produces greenhouse gases and/or uses water - specific numbers
the meat industry creates one fifth of the greenhouse gases produced by humans.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising animals creates greenhouse gasses.	Meat industry produces greenhouse gases and/or uses water - general
transportation of the meat creates more greenhouse gases than cars, trucks, trains, and planes combined.	Meat industry produces greenhouse gases and/or uses water - specific numbers
of using too much water	Because as preposition
raising animals and transporting them is responsible for 20% of the planet's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
it takes a lot of resources to raise the animals.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
we have to kill animals	Outside of article's scope
of the greenhouse gases that are produced when transporting all of the meat.	Because as preposition
transporting the meat creates one fifth of the earth's greenhouse gases.	Meat industry produces greenhouse gases and/or uses water - specific numbers
of greenhouse gases produced from transporting the meat.	Because as preposition
of increase in green house gasses.	Because as preposition
it take a lot of resources to raise and transport the meat.	Meat industry harms environment/uses resources w/o mentioning greenhouse gases or water
For the amount of expenses that it generates, both economic and expenses that are used to raise them and their transportation.	Outside of article's scope
it produces greenhouse gases to raise animals.	Meat industry produces greenhouse gases and/or uses water - general
it's generating more than 1/5 of Earth's greenhouse gases, and half of water in the US goes to raising livestock.	Meat industry produces greenhouse gases and/or uses water - specific numbers
raising and transporting meat creates almost one-fifth of the earth's greenhouse gases, and consumes almost half of the water usage used by Americans.	Plagiarism
the greenhouse gases created are destroying the Earth.	Meat industry produces greenhouse gases and/or uses water - general
